,loan_amnt,fico,loan_age_in_months,annual_inc,logged_inc,delinq_2yrs,mths_since_last_delinq
27630,17219.07,541.0,20,18886.486272151895,9.846201933249246,0.0,-1
27632,28927.58,638.0,13,23804.129221272553,10.07761434130288,0.0,-1
27633,19758.43,626.0,10,34517.49918346774,10.449221697134705,0.0,-1
27634,34343.69,588.0,11,115121.11174081237,11.653739998748916,0.0,-1
27635,27176.63,558.0,9,75355.35966399999,11.229970331770526,4.8,8
27636,17212.29,673.0,9,64845.43167391304,11.079761742759219,0.0,-1
27637,29390.42,566.0,9,49983.903689892046,10.819456306378761,0.0,-1
27638,27859.72,580.0,9,31229.556765847345,10.349120257600275,0.0,-1
27639,28970.81,575.0,9,31437.954746399497,10.355771191831694,0.0,-1
27641,19188.23,683.0,9,66639.68454909817,11.10705554317253,0.0,-1
27642,39577.15,551.0,9,75205.2641995614,11.227976510141602,0.0,-1
27643,36999.3,596.0,8,49743.82226532195,10.814641559304896,0.3870967741935484,3
27644,39775.27,579.0,8,38062.14406957481,10.546975473198673,0.0,-1
27645,18225.19,574.0,7,16255.406212043228,9.696180822400738,0.0,-1
27646,27418.0,596.0,8,61468.81500646829,11.02628525212403,10.285714285714286,5
27647,11992.44,551.0,7,29563.155789473683,10.29428412814169,0.0,-1
27648,22592.0,592.0,7,40404.47471620227,10.606695818117808,0.0,-1
27649,10946.23,596.0,7,16395.692817631803,9.704773946246954,6.0,6
27650,23433.0,542.0,7,19173.46033994334,9.861282327832662,18.0,6
27651,25579.34,580.0,7,22524.89645325203,10.022376485496029,0.0,-1
27652,14442.5,536.0,6,12514.426249999999,9.434637357828944,0.0,-1
27653,35425.21,561.0,6,50863.2054101077,10.836895061176323,0.0,-1
27654,19807.0,501.0,6,38611.39595050618,10.561302743758965,0.0,-1
27655,27744.65,574.0,6,54824.94692132269,10.91190060513829,0.0,-1
27656,23697.29,616.0,5,36150.883424295775,10.49545666502817,0.0,-1
27657,11781.0,552.0,61,25537.787234042553,10.147914486602225,0.41379310344827586,59
27658,28580.47,688.0,61,37586.46472285497,10.534399283794219,0.42105263157894735,60
27659,13253.23,594.0,61,15594.153777173913,9.65465136512488,0.0,-1
27660,27189.98,608.0,66,38287.02874796748,10.552866442817617,0.0,-1
27661,12300.0,550.0,63,30608.620689655174,10.32903697014847,0.0,-1
27662,31478.25,695.0,12,57938.71307120085,10.967141059671778,0.0,-1
27663,16029.95,613.0,12,38776.3594972067,10.565566048608877,0.0,-1
27665,22606.69,667.0,7,23005.16279670975,10.043473939143958,0.0,-1
27666,16635.44,675.0,7,15053.595653082548,9.619372155467742,0.0,-1
27668,17727.95,602.0,7,21623.105211267608,9.981517707672996,0.0,-1
27669,36288.49,629.0,7,62788.875804195806,11.047533199889838,0.0,-1
27670,35075.0,623.0,5,51007.47271200672,10.839727424737742,0.0,-1
27671,18461.26,699.0,62,28355.315936113573,10.252569802551937,0.0,-1
27672,17796.52,681.0,61,22989.385164179104,10.042787873779737,0.0,-1
27673,13440.01,570.0,60,15315.77176431863,9.636638410704919,0.42105263157894735,59
27674,18082.0,586.0,60,29894.882521489966,10.305442591602985,0.0,-1
27675,11159.31,576.0,60,23357.636771463116,10.058679266219404,0.0,-1
27676,14024.1,678.0,60,15442.568129770993,9.644883139395905,0.0,-1
27677,19897.5,619.0,60,30107.143793706295,10.31251775791647,0.0,-1
27678,7091.38,523.0,64,40246.48780327869,10.602778019493503,4.8,63
27679,13517.93,572.0,63,30587.629843137252,10.328350952715756,0.41379310344827586,61
27680,13960.0,598.0,63,21086.1780104712,9.956373034217888,0.0,-1
27681,34310.94,624.0,11,32508.066305418717,10.389243531535675,0.0,-1
27682,11427.0,666.0,60,16993.244845360823,9.74057118203154,0.0,-1
27684,36833.26,646.0,7,60263.11253308129,11.00647546307759,0.0,-1
27685,28170.96,538.0,7,34510.921273885346,10.449031111588672,12.0,5
27686,20357.31,566.0,7,83901.19907142856,11.337395184026933,0.0,-1
27687,36926.75,608.0,7,72802.05495444192,11.195499461182573,0.0,-1
27688,21507.41,539.0,7,60339.265332252835,11.007738337170798,18.0,6
27689,33920.0,622.0,7,90610.37037037035,11.414323948729773,0.0,-1
27690,36907.37,623.0,6,68621.54400644467,11.13636181698187,0.38095238095238093,5
27691,36249.49,570.0,6,30668.55678885631,10.330993199882972,0.0,-1
27692,28649.7,631.0,6,38593.486926070036,10.560838808730763,0.0,-1
27693,32204.0,637.0,6,29140.15891270256,10.279872533155828,6.857142857142857,3
27694,38672.51,638.0,6,58464.72909170306,10.976178929880335,0.0,-1
27695,21282.0,576.0,6,30673.72356369692,10.331161657097903,0.0,-1
27696,25945.05,582.0,61,32810.62609649123,10.398507708262906,0.0,-1
27697,16471.0,562.0,61,18091.955555555556,9.803222674014767,0.0,-1
27698,17722.45,571.0,59,21899.884642857145,9.994236648341273,0.0,-1
27700,16548.5,580.0,63,20537.23457675753,9.929994838427927,0.0,-1
27701,25951.05,596.0,63,49828.32019977802,10.816338780086685,0.0,-1
27702,38851.88,573.0,11,67213.7524,11.115633154383053,0.0,-1
27703,22021.49,553.0,60,26697.391520672743,10.192321143760836,0.0,-1
27704,27393.95,578.0,27,29787.26178504086,10.301836124229938,0.8275862068965517,26
27705,34896.66,579.0,9,39381.09706457926,10.58104121022507,0.0,-1
27706,9817.6,732.0,7,18049.36025504782,9.800865520199272,0.0,-1
27707,17740.12,620.0,8,26850.750306211725,10.198049043912002,0.0,-1
27708,21576.23,604.0,7,21854.143969555033,9.992145837898642,0.0,-1
27709,25321.79,640.0,7,20751.632733301754,9.940380208505522,0.0,-1
27710,25569.63,697.0,7,27578.21689526185,10.224781497163777,0.0,-1
27711,38591.38,652.0,7,45447.98325391422,10.724323725769949,0.0,-1
27712,28360.35,614.0,6,32578.622509960158,10.391411601027707,0.0,-1
27714,24525.98,621.0,6,26820.44589127687,10.196919782024722,0.0,-1
27715,13457.0,591.0,6,43515.15887850468,10.68086463633736,1.125,5
27716,30651.42,628.0,6,43041.360876623374,10.669916813216455,0.0,-1
27717,18229.0,648.0,5,17167.212847033206,9.75075661380962,0.0,-1
27718,30160.54,744.0,6,45971.57198237886,10.735778484047215,0.0,-1
27719,27680.42,616.0,62,32535.3135146159,10.390081348108748,0.0,-1
27720,11050.6,549.0,62,54434.437037037045,10.904752266331739,0.0,-1
27722,20054.96,585.0,68,38314.945679558004,10.553595325670445,0.0,-1
27723,19571.69,571.0,64,42618.95719143576,10.660054437766124,0.0,-1
27724,25840.66,571.0,62,28206.124457070706,10.247294412674936,0.0,-1
27726,34104.0,544.0,60,42915.441048034925,10.666986971346041,0.0,-1
27727,14054.0,545.0,30,62466.23650385603,11.042381473816986,3.4285714285714284,29
27728,37764.02,578.0,25,57125.10111986002,10.952998898345662,0.0,-1
27729,15062.21,582.0,18,16085.584366893141,9.685678768941289,0.0,-1
27730,17399.0,621.0,19,30791.065506653016,10.334979845927224,0.0,-1
27731,31421.34,621.0,9,38312.76224259521,10.553538337486337,0.0,-1
27732,23800.71,698.0,7,47739.47516241299,10.773513906166974,0.0,-1
27733,22173.87,598.0,7,30403.3475257732,10.322307997311375,0.0,-1
27734,20719.49,604.0,6,39109.16835152839,10.57411220318004,0.0,-1
27735,24957.19,593.0,5,39917.65172062904,10.594573904061622,0.0,-1
27736,29777.5,485.0,61,32341.621621621623,10.38411027478127,0.0,-1
27737,21011.51,539.0,61,35216.187468477205,10.469261127141364,0.0,-1
27738,21119.54,661.0,61,24509.446017461385,10.106813873959965,0.0,-1
27739,14250.22,673.0,62,32400.50021052632,10.385929140257739,0.0,-1
27740,27053.62,582.0,61,30574.660143884892,10.327926845003322,0.0,-1
27741,26485.53,550.0,60,32760.91327129563,10.396991415212609,0.0,-1
27742,10581.0,626.0,60,21409.79859484778,9.971603974479592,0.0,-1
27743,10818.2,675.0,64,61492.926315789475,11.026677427923932,3.4285714285714284,62
27744,7940.75,460.0,63,26800.03125,10.196158332543044,0.0,-1
27745,18109.64,600.0,63,64125.938360655746,11.068604215670577,0.0,-1
27746,22843.34,574.0,63,31427.779872611467,10.355447490090562,6.857142857142857,58
27747,24329.25,577.0,63,26391.050847457627,10.180780248615818,0.0,-1
27748,20250.0,654.0,62,22217.14285714286,10.008619470638953,0.0,-1
27749,22242.5,601.0,9,57195.00000000001,10.954221760959774,0.0,-1
27750,26999.2,610.0,7,35264.2612244898,10.470625300166915,0.0,-1
27751,29308.01,657.0,6,63543.59006273526,11.05948140705735,0.0,-1
27752,18076.76,699.0,6,22216.67231863442,10.008598291340862,0.0,-1
27753,18940.95,620.0,5,19908.735766423357,9.898913897624986,0.0,-1
27754,41065.37,661.0,7,36315.74174002048,10.500006583000905,0.0,-1
27755,18915.0,500.0,62,22450.999999999996,10.019090435608215,0.0,-1
27756,25194.56,701.0,62,27451.738246056782,10.220184769015006,6.0,59
27757,25282.06,570.0,61,37639.75656896552,10.535816126328921,0.0,-1
27758,17252.04,589.0,62,22571.419,10.024439738903068,0.0,-1
27759,24780.31,526.0,61,46265.50850810811,10.742152005827919,0.0,-1
27760,16499.6,643.0,61,20052.645460942993,9.906116367220156,0.0,-1
27761,25848.08,617.0,65,56505.866025316456,10.942099735202179,0.0,-1
27763,37195.0,616.0,63,50739.15086887836,10.834453098067998,0.0,-1
27764,15201.89,595.0,63,22006.424165968147,9.999089697258555,0.0,-1
27765,17447.98,639.0,63,37478.43465174129,10.531520970585339,0.0,-1
27766,29368.65,576.0,62,64693.442028061225,11.077415115661816,0.0,-1
27767,29931.92,607.0,23,39279.958844984794,10.57846971473325,1.6842105263157894,19
27768,18935.9,622.0,19,22615.697994467497,10.026399545661498,0.0,-1
27769,26343.7,602.0,14,31225.51125600549,10.348990708150547,0.0,-1
27770,28358.01,588.0,13,43378.461709477415,10.677718322928635,0.0,-1
27771,24486.0,592.0,13,26562.38819095477,10.187251516376211,0.0,-1
27772,27949.0,552.0,8,30626.85469543147,10.329632507496733,0.0,-1
27773,27448.13,649.0,7,33405.863643410856,10.41648672174221,0.0,-1
27775,25304.72,475.0,7,51292.548638497654,10.845300769897408,6.0,5
27776,26244.33,614.0,7,30624.295885135136,10.329548956076929,0.0,-1
27777,22879.38,574.0,8,32150.276045565504,10.378176315805126,0.0,-1
27778,25827.21,549.0,8,51505.30215935335,10.849440035902923,0.0,-1
27779,27893.24,601.0,7,83776.73996521739,11.335910681894065,0.0,-1
27780,23486.0,624.0,7,27610.83866575902,10.225963679897827,0.0,-1
27781,25428.58,632.0,7,36965.62092592593,10.517743595521592,0.0,-1
27782,23632.53,652.0,7,22967.574175576814,10.041838681729034,0.0,-1
27783,32863.62,624.0,8,32156.074640226638,10.378356658636433,0.0,-1
27784,22744.6,643.0,7,44994.185796105376,10.714288555873841,0.0,-1
27785,21856.58,689.0,7,51008.531972972974,10.839748191302156,0.0,-1
27786,14765.44,659.0,7,17646.999916955017,9.778321071537334,0.0,-1
27787,34311.44,615.0,7,54363.17144954128,10.903442208166316,0.0,-1
27788,32786.04,629.0,7,31334.527437742112,10.352475881573048,0.0,-1
27789,16563.62,624.0,7,18782.2532764281,9.840667728335296,0.0,-1
27790,32684.47,623.0,8,56615.92747241724,10.944045628710876,0.0,-1
27791,34742.38,643.0,7,61224.58189795917,11.02230405285396,0.0,-1
27792,32607.31,718.0,7,34718.14079531443,10.455017618818463,0.0,-1
27793,39061.06,626.0,7,33181.726817511066,10.409754606317595,3.4285714285714284,6
27794,26198.24,669.0,7,26047.415359815775,10.167673823825863,0.0,-1
27795,29278.0,673.0,7,35260.18549511855,10.47050971671847,6.857142857142857,5
27796,17916.4,576.0,7,32163.849064449067,10.378598400971077,0.0,-1
27797,26594.96,605.0,7,45564.97611111111,10.726894632648538,0.0,-1
27798,35324.63,618.0,7,32159.00685819715,10.378447841541101,0.0,-1
27799,18354.1,597.0,6,17152.343452380952,9.749890087712783,0.0,-1
27800,34619.22,643.0,6,38276.17985915493,10.552583045894146,0.0,-1
27801,24625.84,697.0,7,59647.7218513324,10.99621123486601,0.0,-1
27802,24640.93,636.0,7,44653.60557187828,10.706690334934159,0.0,-1
27803,37395.53,624.0,6,85426.03215608466,11.355406159510261,0.0,-1
27804,12889.45,550.0,7,34141.227223926384,10.438260942507469,0.0,-1
27805,36793.83,529.0,7,46688.423519470976,10.751251522551737,0.0,-1
27806,21801.9,630.0,6,21164.63254637437,9.960086791423466,0.0,-1
27807,22161.81,569.0,7,53604.265924369756,10.889383932033152,0.0,-1
27808,23959.22,720.0,6,19902.632486772487,9.898607287731055,0.0,-1
27809,28107.18,610.0,7,30702.782960151802,10.332108579634621,0.0,-1
27810,23561.43,605.0,6,29766.342070226776,10.301133573441396,0.0,-1
27811,22320.59,564.0,7,24678.3988028169,10.113683597584687,0.0,-1
27812,26865.3,604.0,6,21947.196357615892,9.996394681762908,0.0,-1
27813,28000.1,630.0,6,23508.10534759358,10.065100549073255,0.0,-1
27814,22059.25,733.0,6,25079.871461487823,10.129820869593685,0.0,-1
27815,22611.36,617.0,7,44679.42645308924,10.707268416330137,18.0,5
27816,27806.0,667.0,7,23505.12090063632,10.064973587058546,0.0,-1
27817,19879.95,644.0,7,22207.421507115134,10.00818181411617,0.0,-1
27818,39536.47,641.0,6,34467.18005552751,10.447762847505494,0.0,-1
27819,17392.5,639.0,6,18438.82596685083,9.82221382734243,0.0,-1
27820,40350.76,609.0,6,43095.70965986394,10.671178727282356,0.0,-1
27822,24648.09,630.0,7,76148.92921288015,11.240446296673296,0.0,-1
27823,18676.7,612.0,6,19222.08635280095,9.86381522776732,0.0,-1
27824,34671.13,631.0,6,30028.60657472417,10.309905758792725,0.0,-1
27825,17619.54,551.0,6,19234.47887484197,9.864459722271528,0.0,-1
27826,28361.85,657.0,6,46737.51426526717,10.752302424506338,0.0,-1
27827,25134.87,602.0,6,23501.85191662155,10.064834501989921,0.0,-1
27828,34116.68,593.0,6,38234.59205710577,10.55149593606364,0.0,-1
27829,31051.61,512.0,6,36856.44705841924,10.5147858364103,0.0,-1
27830,16687.06,635.0,6,25323.859947275923,10.139502311214192,0.0,-1
27831,27360.72,628.0,6,37711.06419792498,10.537708810430317,0.0,-1
27832,22425.12,730.0,6,19729.079083036166,9.889848921953465,0.0,-1
27833,34520.47,628.0,6,32577.514584699456,10.39137759271137,0.0,-1
27834,19505.0,635.0,6,26713.033306899284,10.192906864122516,0.0,-1
27835,27970.48,627.0,6,22980.503786869645,10.042401474002725,0.0,-1
27836,26989.74,625.0,6,30267.06557142857,10.317815455507175,0.0,-1
27837,27046.91,582.0,6,57032.9836019536,10.951385039141128,24.0,5
27838,34081.46,674.0,6,29429.34071,10.289747439005813,0.0,-1
27839,32732.82,640.0,5,36851.0952672751,10.514640619489898,0.0,-1
27840,18927.5,614.0,6,20584.25220403022,9.932281606317058,0.0,-1
27841,40681.46,629.0,6,35645.29752409945,10.481372510384602,0.0,-1
27842,22142.27,637.0,6,27062.774444444447,10.20591442582763,0.0,-1
27843,17600.0,650.0,6,19471.62075592569,9.87671333865749,0.0,-1
27844,21657.54,564.0,6,30632.736756756756,10.329824544733805,0.4067796610169492,4
27845,40361.11,682.0,6,47001.77813216453,10.757940712575806,0.0,-1
27846,19480.47,660.0,6,21265.97451959545,9.964863634034609,0.0,-1
27847,44547.06,608.0,6,58459.55366261397,10.976090403716727,0.0,-1
27848,13604.0,592.0,6,27446.387850467287,10.219989848132023,1.6551724137931034,5
27849,27559.0,615.0,6,67894.99714693296,11.12571763111114,0.0,-1
27851,37669.95,648.0,5,49775.06017597551,10.815269337891495,6.857142857142857,4
27852,16955.95,655.0,6,30630.675366108786,10.329757248754776,0.0,-1
27853,33618.97,614.0,5,31164.76714439077,10.34704347751251,0.0,-1
27854,24115.57,575.0,6,24614.414533096922,10.111087506944857,0.0,-1
27855,36950.62,615.0,6,34700.228787384454,10.454501559209596,0.0,-1
27856,14475.99,567.0,61,41642.5979,10.636878910312058,0.0,-1
27857,21569.64,585.0,62,24049.869922480622,10.087884866890617,0.0,-1
27858,23089.5,566.0,61,29718.476510067114,10.299524236079934,0.0,-1
27859,20616.91,588.0,61,64935.742080291966,11.081153476526815,0.0,-1
27861,14787.0,556.0,61,19846.315707620535,9.895773662219296,0.0,-1
27862,16484.03,548.0,61,25245.28463176575,10.136394670007263,0.0,-1
27863,35975.0,496.0,60,35160.16421291053,10.467669022235036,0.0,-1
27864,21253.69,587.0,19,20267.33090607735,9.916765553719983,0.0,-1
27865,29808.98,626.0,7,54215.27869336143,10.900718042414354,0.0,-1
27866,30998.0,606.0,7,58600.819277108436,10.978503956305401,4.8,6
27867,35103.93,645.0,6,52277.29351164798,10.864317397301841,0.0,-1
27868,25753.84,635.0,5,38253.98265060242,10.552002955418782,0.0,-1
27869,29745.53,664.0,5,51085.35799004975,10.841253198734154,0.0,-1
27870,24282.37,613.0,62,384285.2133027523,12.859140298848724,0.0,-1
27871,25970.42,643.0,61,74540.72296173045,11.219100871963011,0.0,-1
27872,27899.57,606.0,62,28127.8540327294,10.244515611077574,0.0,-1
27873,27141.08,587.0,61,38375.707377049184,10.555179917997762,0.0,-1
27874,21769.01,564.0,60,26976.68265086207,10.202728166340753,0.0,-1
27875,11517.38,540.0,59,12751.913029525032,9.453436580862842,0.0,-1
27876,17183.0,571.0,63,15682.896825396827,9.660326023358518,0.0,-1
27877,18086.18,537.0,63,31998.62615384615,10.373448248167922,0.8421052631578947,60
27878,17147.54,613.0,62,15247.168298969073,9.632149079480403,1.2857142857142858,61
27879,13358.18,592.0,62,95218.43181818182,11.463928813574686,0.0,-1
27880,13163.0,655.0,59,22981.95850202429,10.042464774143,0.0,-1
27881,13258.07,557.0,60,15664.50051369863,9.659152317381523,0.0,-1
27882,26814.0,527.0,32,23928.68598034144,10.082833268418636,6.857142857142857,29
27883,14598.49,571.0,21,19252.59575688073,9.86540117513851,0.0,-1
27884,14179.68,687.0,13,13513.783425414362,9.5114654380413,9.6,11
27885,10951.16,618.0,13,38317.953346856,10.553673821129648,0.0,-1
27886,23529.28,558.0,10,23286.292598967295,10.055620165963662,4.8,9
27887,26312.4,700.0,10,52351.66089965397,10.865738942627374,14.4,8
27888,17756.78,615.0,8,19276.55475141598,9.866644856730623,0.0,-1
27889,31529.99,581.0,7,38248.4055907173,10.551857154483068,0.0,-1
27890,38613.33,578.0,7,38546.29296875,10.559615212726921,0.0,-1
27891,21724.89,597.0,7,30592.192040816324,10.328500093316269,0.0,-1
27892,31152.34,594.0,7,49895.809192200555,10.81769229408851,0.0,-1
27893,32939.44,555.0,7,30598.02584814217,10.32869077109271,0.0,-1
27894,25894.31,541.0,6,25509.81424900057,10.146818529611917,0.0,-1
27895,25818.7,617.0,6,45169.63235294118,10.718180289428924,0.0,-1
27896,32334.79,488.0,6,130017.51223776225,11.775424429886455,12.0,4
27897,26844.82,506.0,6,45713.04491609082,10.73013898289172,0.0,-1
27898,27519.03,573.0,6,55326.72115384615,10.921011274310562,0.0,-1
27899,37565.59,567.0,5,38275.63068517425,10.552568698121657,0.0,-1
27900,26287.27,556.0,6,45896.29630566802,10.73413970228466,0.0,-1
27901,33004.02,596.0,61,52105.24769230768,10.861020946129992,0.4,56
27902,20010.88,613.0,61,37457.93389793702,10.5309738195901,0.0,-1
27903,36221.73,640.0,61,42279.1215436696,10.652048662655497,0.0,-1
27904,27421.77,574.0,66,39494.67959899749,10.583921248120937,0.0,-1
27905,19351.62,551.0,63,22929.342185567006,10.040172687501805,0.0,-1
27906,15526.91,563.0,62,22589.3610464135,10.02523432426404,0.0,-1
27907,22308.55,539.0,63,40146.07536534446,10.600279965290644,0.0,-1
27908,23481.25,705.0,60,40160.39186507936,10.600636511914603,0.0,-1
27909,31748.7,570.0,23,43543.96085918854,10.681526301234074,2.4,22
27911,37004.8,529.0,15,219987.15586206896,12.301324441185036,10.285714285714286,10
27912,40892.46,636.0,11,43357.073210332084,10.677225134073602,0.0,-1
27913,30805.37,575.0,10,37426.679267089494,10.530139078477305,0.0,-1
27914,29306.4,626.0,8,31015.49023941068,10.342242043808515,0.0,-1
27915,27523.47,633.0,7,44554.42467605633,10.704466747294981,12.0,5
27916,26556.5,655.0,6,21595.946226415093,9.98026090135615,0.0,-1
27917,19090.05,762.0,7,27914.543002544528,10.236903086574973,0.0,-1
27918,27806.45,644.0,7,42236.40511013216,10.651037808464178,0.0,-1
27919,23982.64,599.0,6,26726.613678086615,10.193415114915545,0.0,-1
27920,21809.78,705.0,6,23485.359600249838,10.064132510255721,0.0,-1
27921,35772.8,608.0,6,30836.1536,10.336443098757563,0.0,-1
27922,16615.5,616.0,6,25970.1922030825,10.164704705595232,0.0,-1
27923,22049.38,598.0,6,23983.048025236592,10.085102527478101,0.0,-1
27924,10831.64,597.0,6,17131.8783119266,9.748696235740539,0.0,-1
27925,23709.72,642.0,6,26821.23181102362,10.196949084603629,0.0,-1
27926,23937.0,513.0,6,38245.95736793327,10.551793143941895,0.0,-1
27927,16806.24,573.0,6,19524.23029649596,9.879411552496576,0.0,-1
27928,13966.88,527.0,62,28445.54874704491,10.255746968510179,0.7741935483870968,60
27929,28488.65,585.0,62,34422.12058204769,10.44645467687555,0.0,-1
27930,26144.91,568.0,60,28674.52573520051,10.263764402547823,0.0,-1
27931,21421.86,593.0,61,71949.0541520468,11.183713566322876,0.0,-1
27932,12473.0,671.0,62,15405.71971326165,9.642494129398173,0.0,-1
27933,25353.31,643.0,60,19811.225909297053,9.894004021134643,0.0,-1
27934,14356.75,665.0,59,15675.969740177441,9.659884228989606,0.0,-1
27935,24863.94,623.0,60,56742.47499337749,10.946278327315953,0.0,-1
27936,16348.8,541.0,59,35299.476691729324,10.4716234182146,0.0,-1
27937,17244.94,626.0,59,44150.12127786032,10.695350952978737,0.0,-1
27938,13285.99,674.0,65,44710.47025390625,10.70796298704134,0.0,-1
27939,20171.36,605.0,59,19117.301034103413,9.858349017337265,0.0,-1
27940,8700.0,574.0,62,12347.693574958814,9.42122456955116,0.0,-1
27941,29559.78,573.0,60,39268.697717810326,10.578182984756078,0.0,-1
27942,22677.51,554.0,60,48060.70077490775,10.780220090434836,0.0,-1
27943,16500.0,610.0,60,19118.695359784804,9.858421949956446,0.0,-1
27944,23041.14,637.0,19,22278.273973063973,10.011367221249616,0.0,-1
27945,19144.98,576.0,19,24727.736536731638,10.11568082930403,16.0,14
27946,28830.0,603.0,8,55563.85906040269,10.925288251986863,4.8,5
27947,16361.96,595.0,8,18933.282122229684,9.848676611225663,0.0,-1
27950,22413.86,572.0,7,39088.138441295545,10.573574335276339,0.0,-1
27953,18003.79,592.0,7,30146.287823129256,10.313817070964028,0.0,-1
27954,31209.25,568.0,7,44588.33975953566,10.705227663457508,0.0,-1
27955,25431.43,578.0,8,72427.03122314051,11.19033486812816,0.0,-1
27956,18236.85,552.0,8,38272.95073081607,10.552498678421495,0.0,-1
27957,35021.9,592.0,7,35164.763228438234,10.467799815559724,0.0,-1
27958,29712.11,588.0,7,33658.09699539776,10.424008930062133,0.0,-1
27960,11926.76,590.0,7,281504.2120547946,12.547902689344413,3.4285714285714284,4
27961,16882.81,597.0,6,21404.76941133186,9.971369045866588,0.0,-1
27962,21158.65,595.0,7,19878.055588876778,9.897371668026544,0.0,-1
27963,17266.84,558.0,6,30576.326125385403,10.327981332481041,0.0,-1
27964,33176.89,573.0,7,33157.64586426914,10.409028613492335,0.0,-1
27965,19042.65,538.0,7,28680.494711538464,10.263972543921081,0.0,-1
27966,26011.58,583.0,6,84722.02710775049,11.347130907134346,0.0,-1
27967,40206.25,556.0,6,86378.26527431422,11.366491363820726,0.0,-1
27970,15675.99,594.0,6,28047.48781931464,10.241654346131286,0.4067796610169492,5
27972,28218.39,530.0,6,42352.165479094074,10.653774831691353,0.0,-1
27973,13930.89,543.0,62,18624.994239130432,9.83225973393928,0.8421052631578947,60
27974,35478.19,597.0,60,79756.45323759792,11.286732935713164,0.0,-1
27975,16290.05,618.0,61,16549.537522123894,9.714113436132216,3.4285714285714284,58
27976,29831.2,658.0,61,36303.41088339223,10.49966697956844,0.0,-1
27977,21799.5,718.0,63,30569.00570032573,10.327741889014924,0.0,-1
27978,32669.03,626.0,63,61147.90180434782,11.02105082825105,0.0,-1
27980,21849.94,554.0,63,24672.52241311475,10.113445450470707,0.0,-1
27981,28292.51,516.0,62,38211.53115294117,10.550892611685745,0.0,-1
27982,38598.73,596.0,10,65355.96171091446,11.087603942296367,0.0,-1
27983,28610.0,555.0,60,34476.151154653606,10.448023093101964,0.0,-1
27984,16433.03,581.0,29,26225.83657089898,10.174500332504005,0.7384615384615385,27
27985,20839.64,564.0,12,31841.934409937887,10.368539392193828,0.0,-1
27986,29191.0,640.0,10,28287.50815981992,10.250175578402022,0.0,-1
27987,28106.15,512.0,9,30155.009532710275,10.31410634200874,0.0,-1
27988,33787.21,542.0,9,61050.97126967471,11.019464388825478,1.6551724137931034,5
27989,36550.56,606.0,7,44701.75022727272,10.707767934807668,0.0,-1
27990,31961.57,607.0,8,26588.32055072464,10.188227321306814,0.0,-1
27991,24791.7,603.0,7,64880.40638297872,11.08030095237909,0.0,-1
27992,18999.0,538.0,5,30575.96074766355,10.327969382716264,0.0,-1
27993,33931.02,541.0,5,34945.703612440186,10.461550810561587,0.0,-1
27994,21860.5,567.0,61,30121.633706965575,10.312998920381993,0.0,-1
27995,5705.43,592.0,61,10143.641559917356,9.224602340871057,0.0,-1
27996,24510.0,590.0,61,33772.38590872698,10.42739876260812,0.0,-1
27998,6022.04,522.0,63,37014.03871428572,10.519052544373434,0.0,-1
27999,25899.59,678.0,62,39480.24303808681,10.583555649508378,0.0,-1
28000,23647.56,584.0,62,42749.4230672269,10.663110978770376,0.0,-1
28001,10442.5,662.0,59,31363.948516579407,10.35341437586813,0.0,-1
28002,21026.67,609.0,20,25217.35126829268,10.135287578955522,0.0,-1
28004,22826.98,652.0,18,21825.12921111111,9.990817301016103,0.0,-1
28005,20292.28,763.0,16,28601.97696969697,10.261231119233514,0.0,-1
28006,9663.0,651.0,13,10722.129593810445,9.28006507103431,0.0,-1
28008,39177.79,502.0,8,44890.13088548602,10.711973247465334,0.0,-1
28009,21601.49,587.0,7,45392.141990232,10.723094285133095,0.0,-1
28011,39730.83,582.0,7,37528.407480790345,10.532853457996413,0.0,-1
28014,20229.05,531.0,8,35416.271668362155,10.474926645163055,7.2,7
28016,21198.39,555.0,7,34384.947398680495,10.445374171977589,0.0,-1
28017,23267.86,560.0,7,39884.44926294821,10.593741784125244,0.0,-1
28018,27542.52,591.0,7,73718.00454121307,11.208002343338372,0.0,-1
28019,30159.0,478.0,7,24834.277033492825,10.119980116326213,0.0,-1
28020,16732.58,575.0,7,22927.364792993634,10.04008644526136,0.0,-1
28024,15943.88,581.0,6,65022.31630331754,11.082485817697638,0.0,-1
28025,21785.84,591.0,6,28468.81597570235,10.256564590917703,0.0,-1
28027,27421.4,499.0,7,47239.46886886888,10.762985026998068,0.0,-1
28028,23907.06,534.0,6,51237.92062266501,10.844235174052672,0.0,-1
28029,24199.0,557.0,6,28901.095766828592,10.271634789188955,0.0,-1
28030,23328.72,555.0,6,42040.551958115175,10.646389954260435,0.0,-1
28033,29070.35,592.0,6,33242.57299003322,10.411586652412687,0.0,-1
28035,23342.08,591.0,6,51568.31794608473,10.850662769605648,0.0,-1
28036,22682.0,506.0,6,43566.654017857145,10.682047320611884,4.8,2
28043,25774.49,547.0,6,34385.96689147287,10.445403820930288,0.0,-1
28044,34838.01,589.0,5,53484.58091882248,10.88714868421963,0.0,-1
28046,25768.01,593.0,5,22545.37123029995,10.023285056911677,0.0,-1
28049,15621.42,620.0,61,18633.039112343966,9.83269158031521,3.4285714285714284,60
28050,29505.62,567.0,62,63675.86750313676,11.061560923675335,0.0,-1
28051,19274.0,509.0,61,39559.99999999999,10.585573785736647,0.0,-1
